0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128
0.06,0.05,0.02,0.1,-0.12,0.09,-0.03,-0.11,-0.14,0.11,0.0,-0.38,0.1,-0.15,0.19,-0.01,0.12,0.13,0.03,-0.06,-0.07,0.01,0.18,0.17,-0.04,-0.11,-0.19,-0.37,0.17,0.15,-0.02,-0.22,-0.04,0.02,-0.08,0.06,0.11,0.12,-0.05,0.05,0.03,-0.08,-0.01,-0.14,-0.0,-0.14,0.0,0.09,0.09,-0.02,0.05,-0.42,0.16,0.08,0.17,0.09,0.07,-0.2,-0.07,0.12,0.1,0.02,0.1,0.06,0.12,0.16,-0.31,-0.04,-0.03,0.08,-0.05,0.07,0.14,-0.07,0.5,0.19,-0.38,0.05,-0.22,-0.5,0.12,0.0,0.72,0.43,-0.11,-0.03,0.15,-0.01,0.02,0.02,0.06,0.08,-0.14,0.1,0.03,0.3,-0.21,0.35,-0.17,-0.44,0.62,0.12,0.12,-0.17,0.17,-0.01,0.01,-0.08,-0.22,-0.11,-0.05,-0.04,-0.9,0.04,-0.09,0.04,-0.15,-0.04,0.05,-0.3,0.14,0.05,-0.08,0.0,-0.03,0.0,0.05,0.07,-0.02
0.06,-0.05,-0.05,-0.09,-0.07,-0.02,0.09,0.04,0.08,0.12,-0.05,0.05,-0.01,-0.11,0.07,-0.04,0.0,0.17,0.06,0.09,-0.06,0.17,0.2,0.06,-0.08,0.09,-0.12,0.06,0.01,-0.1,0.12,0.1,0.05,0.14,-0.52,-0.08,0.27,0.37,-0.01,0.0,0.01,-0.05,0.03,0.13,0.0,-0.36,0.05,0.03,-0.06,-0.05,-0.06,-0.24,0.29,0.01,0.01,-0.05,0.13,0.0,0.0,-0.47,0.04,-0.42,0.09,-0.25,-0.03,0.0,0.16,0.06,0.18,0.16,0.1,0.13,0.05,-0.16,-0.38,0.11,-2.38,-0.1,-0.75,-2.92,-0.45,0.42,0.33,0.55,0.73,-0.08,0.02,-0.09,0.0,0.18,-0.86,-0.03,-0.27,0.1,0.07,0.1,0.03,0.57,0.05,0.3,0.13,-0.5,-0.08,0.22,0.16,0.17,0.21,-0.02,0.05,-0.08,0.16,-0.05,-0.38,-0.01,-0.08,0.04,0.17,0.07,0.02,-0.04,-0.01,0.1,0.1,0.14,-0.15,-0.0,0.0,0.18,0.05
-0.16,0.01,0.05,0.09,0.07,-0.01,-0.08,-0.01,-0.05,0.11,0.04,-0.02,0.1,0.1,-0.2,0.16,0.03,-0.03,-0.09,0.14,0.03,-0.14,-0.2,-0.03,0.04,0.18,0.04,0.07,-0.01,-0.0,-0.0,0.03,0.04,0.08,0.03,-0.05,0.07,-0.09,0.05,0.04,-0.0,-0.07,0.02,-0.03,-0.0,-0.13,0.0,0.07,0.08,0.22,-0.05,-8.14,-0.1,0.13,0.0,0.13,-0.13,0.12,-0.02,-0.24,0.12,0.41,0.24,0.0,0.07,-0.07,-0.55,-0.0,0.1,0.41,0.06,-0.05,-0.04,0.16,0.04,0.02,-0.59,0.55,0.14,-0.03,-0.08,-0.03,0.48,-0.14,-0.08,0.0,-0.02,0.01,0.33,0.0,-0.34,-0.05,-0.06,0.1,-0.11,0.12,-0.04,0.48,0.01,0.29,0.35,-0.05,0.27,-0.02,-0.16,0.08,0.28,0.07,0.12,-0.01,-0.08,-0.05,-0.07,-0.07,0.53,0.09,-0.05,0.18,-0.02,0.03,0.04,-0.05,0.03,0.14,0.27,-0.09,0.12,-0.03,-0.05
0.07,-0.11,-0.08,-0.27,-0.06,-0.15,0.04,0.02,-0.03,0.21,-0.06,-0.13,0.02,-0.02,0.03,0.08,0.0,0.17,0.07,-0.04,0.38,-0.03,0.4,0.02,0.0,-0.29,-0.32,-0.34,-0.04,-0.17,0.23,0.05,0.06,0.04,0.09,-0.1,-0.18,0.04,0.02,0.03,0.02,-0.06,0.2,-0.05,0.0,0.08,0.17,0.03,-0.03,-0.26,0.02,6.57,0.05,-0.05,0.08,0.09,0.09,0.06,0.12,0.04,0.05,-0.01,0.05,0.0,0.25,0.03,-0.16,-0.02,-0.13,-0.19,0.04,-0.1,0.11,0.2,0.05,0.14,1.09,0.4,0.18,-0.41,0.01,-0.17,0.74,0.36,0.5,0.0,-0.39,0.37,0.26,-0.04,0.06,-0.08,-0.12,0.13,-0.11,-0.17,-0.05,0.44,0.06,0.31,-0.23,0.3,-0.41,0.22,-0.03,-0.02,-0.12,-0.0,-0.12,0.0,0.02,0.07,-0.06,0.17,0.04,0.05,0.03,-0.22,-0.1,0.33,0.07,0.06,-0.03,0.02,0.08,0.07,0.1,0.01,-0.0
0.08,-0.17,0.03,-0.23,-0.04,0.0,-0.02,0.18,-0.02,-0.03,-0.04,0.03,0.07,0.11,-0.08,0.02,-0.05,-0.1,0.13,0.05,-0.63,0.04,-0.05,0.37,-0.05,-0.02,-0.04,-0.08,-0.04,0.04,-0.04,0.11,0.28,0.2,0.05,0.02,-0.01,-0.13,0.0,-0.02,0.08,-0.05,0.1,0.0,0.16,0.05,-0.26,0.05,0.0,-0.04,-0.02,-0.26,0.27,0.08,0.12,0.02,0.09,0.07,0.09,0.0,0.06,-0.05,0.2,0.19,0.12,0.04,0.07,0.02,0.03,-0.63,0.06,0.14,-0.02,-0.02,-0.16,-0.26,-2.06,0.78,0.17,0.11,0.47,0.05,0.84,0.09,0.44,0.06,0.08,0.4,0.24,0.24,0.23,0.33,-0.03,0.17,0.03,0.16,-0.09,-0.52,0.23,-0.05,-0.32,-0.02,-0.73,-0.0,0.05,0.15,0.06,-0.3,-0.08,0.07,-0.05,-0.03,0.04,0.1,-0.18,0.18,-0.05,0.02,0.05,0.0,0.3,0.04,-0.02,0.02,-0.01,0.04,0.04,0.04,0.15
0.0,0.0,-0.04,-0.05,0.02,0.03,0.01,0.01,0.01,0.03,0.0,0.13,-0.09,0.0,-0.31,-0.19,-0.05,0.08,-0.06,-0.06,-0.09,-0.01,-0.41,-0.1,0.04,0.02,-0.09,0.22,0.05,-0.07,0.01,0.05,0.02,0.19,0.11,0.0,-0.21,0.04,0.15,0.0,0.02,0.03,-0.01,0.05,0.0,0.01,0.02,-0.0,0.01,-0.04,0.09,0.05,-0.06,-0.2,-0.13,-0.02,0.15,0.12,0.04,-0.08,0.15,0.17,-0.14,0.06,0.0,-0.06,-0.05,0.1,-0.06,-0.1,0.02,0.1,0.0,-0.19,0.12,-0.17,-0.64,0.22,-0.05,0.17,0.47,0.2,-0.33,-0.31,0.31,0.41,0.03,0.14,-0.08,0.03,-0.13,0.03,0.18,0.18,-0.03,0.07,0.14,-0.12,0.05,-0.32,-0.4,-0.02,0.65,0.23,0.1,0.06,0.12,-0.19,0.32,0.05,0.08,-0.07,0.27,0.15,0.03,0.1,0.17,-0.03,0.05,-0.05,0.24,0.0,0.04,-0.02,-0.09,-0.17,-0.01,0.08,0.0
0.13,-0.03,-0.03,-0.22,0.13,0.07,0.12,-0.01,0.05,-0.03,0.03,0.01,0.07,-0.18,-0.03,-0.14,-0.12,0.11,-0.08,-0.04,0.13,-0.05,0.36,0.15,0.01,-0.04,0.11,-0.25,0.02,-0.02,0.03,0.04,0.25,0.14,0.0,-0.04,-0.15,0.03,0.23,0.01,0.09,-0.12,-0.04,0.05,-0.16,-0.01,0.07,0.0,-0.06,0.04,0.08,0.06,-0.18,0.4,-0.02,-0.07,-0.01,-0.06,-0.09,-0.18,0.09,0.16,0.19,0.17,-0.17,-0.03,-0.05,0.03,0.13,-0.26,0.11,-0.02,0.21,-0.09,-0.04,0.05,-0.49,1.0,0.01,0.17,0.15,0.16,-1.4,0.02,-0.3,0.1,-0.16,0.58,-0.43,0.12,0.12,-0.16,0.03,0.18,0.09,0.47,0.08,-0.48,0.16,0.46,0.35,0.12,0.35,0.07,0.05,0.35,-0.03,-0.03,0.01,-0.01,0.07,0.11,0.01,0.08,-0.27,0.02,-0.42,-0.07,0.1,0.15,-0.02,-0.05,-0.02,-0.1,-0.01,0.07,-0.13,0.11,0.1
0.02,-0.01,0.0,0.24,0.08,0.05,-0.03,-0.02,0.04,0.0,-0.07,-0.07,0.13,-0.03,-0.02,-0.11,0.03,-0.09,-0.1,0.01,-0.14,0.0,0.17,0.18,-0.0,0.1,-0.07,-0.06,0.28,0.2,0.05,-0.03,-0.13,0.02,-0.01,0.03,-0.07,0.03,-0.03,0.03,-0.02,0.02,0.06,-0.02,0.05,-0.07,0.23,-0.11,0.01,0.01,-0.01,-0.17,-0.16,-0.25,0.0,-0.01,0.12,0.02,-0.02,0.04,-0.06,0.02,0.02,0.01,-0.02,0.05,-0.07,0.1,0.06,-0.24,0.1,-0.2,0.03,-0.11,-0.1,-0.04,-0.1,0.83,0.43,0.36,0.25,0.37,-1.0,0.11,-0.16,0.06,0.11,0.23,-0.23,-0.15,-0.08,0.13,-0.07,0.04,0.05,-0.03,0.12,0.03,0.0,0.39,-0.04,0.31,-0.43,0.16,0.27,0.14,-0.06,0.19,0.13,-0.16,-0.05,-0.08,0.0,-0.03,0.3,0.11,-0.05,-0.3,0.0,0.04,-0.13,0.07,0.0,0.02,0.09,-0.12,-0.02,0.13,0.17
-0.03,0.02,0.12,-0.16,-0.16,0.08,-0.17,0.03,-0.03,0.03,0.0,0.08,0.0,0.08,-0.02,0.13,-0.09,0.1,0.15,0.0,-0.42,-0.0,-0.54,-0.02,0.02,0.0,-0.02,0.07,0.05,0.04,0.04,0.03,0.06,-0.1,0.05,0.01,-0.1,-0.03,-0.01,-0.12,-0.15,-0.11,-0.04,0.06,-0.01,0.04,-0.23,0.03,0.09,0.02,-0.11,-0.2,-0.07,0.14,0.09,0.06,-0.21,0.0,-0.05,-0.01,-0.13,0.04,-0.01,0.02,0.03,0.07,0.17,-0.0,0.12,-0.05,0.09,-0.02,0.07,0.01,0.02,-0.1,-0.02,-1.15,-0.39,0.0,-0.15,0.32,-0.02,0.09,-0.28,-0.14,0.1,0.02,0.38,0.06,-0.04,-0.25,0.09,0.05,0.16,0.06,0.0,0.47,0.41,0.37,-0.42,-0.01,-0.34,-0.05,0.03,-0.03,0.01,0.24,0.2,0.07,0.01,-0.13,0.12,0.1,0.1,0.01,0.05,-0.02,0.05,-0.21,0.03,-0.04,0.0,0.08,-0.2,-0.08,0.25,-0.02,-0.02
0.03,0.17,-0.0,-0.16,-0.05,0.0,0.08,0.07,0.08,-0.08,-0.05,-0.11,-0.0,0.12,0.12,-0.14,-0.03,0.06,0.04,-0.0,0.0,0.03,0.22,-0.23,0.0,0.03,0.12,0.01,-0.11,0.09,-0.14,-0.02,0.08,0.05,0.05,0.05,-0.12,0.01,-0.09,0.06,0.1,0.06,0.05,0.03,0.11,0.05,0.07,0.03,-0.15,0.06,0.0,0.01,0.11,-0.22,0.03,0.13,0.36,-0.03,0.08,0.13,-0.07,0.07,-0.16,0.0,0.11,0.1,-0.03,0.04,0.02,0.04,0.01,0.11,0.04,0.0,-0.0,-0.18,0.1,2.08,0.33,0.05,-0.11,0.12,-0.29,0.07,-0.94,0.11,0.23,-0.21,0.39,0.36,-0.02,0.35,0.15,-0.03,0.05,-0.01,-0.1,-1.33,0.14,-0.05,-0.16,0.0,0.15,0.44,0.0,-0.18,-0.16,-0.06,0.17,0.04,-0.01,0.06,0.02,-0.02,0.17,0.07,0.0,0.16,0.18,-0.07,-0.19,0.12,0.1,-0.04,0.12,0.03,-0.13,-0.05,-0.02
0.02,-0.06,0.0,-0.06,-0.01,0.02,0.07,0.02,-0.07,-0.23,0.0,0.09,0.19,-0.0,0.1,0.2,0.0,0.09,-0.11,0.01,0.0,0.07,-0.03,0.08,-0.01,0.14,0.23,0.0,0.12,-0.13,-0.1,0.01,0.1,0.01,-0.01,0.1,0.02,0.06,-0.04,-0.11,-0.1,-0.06,0.02,0.11,-0.09,-0.02,0.07,0.05,0.07,0.18,-0.05,-0.01,0.15,0.13,0.13,0.08,-0.16,-0.07,-0.04,-0.03,-0.08,-0.23,-0.02,0.06,0.01,0.03,-0.15,-0.11,0.0,0.04,0.01,-0.15,0.0,0.01,0.05,-0.01,-0.61,-1.31,0.32,-0.0,0.16,-0.07,0.07,0.01,-0.15,0.05,-0.05,0.14,0.2,-0.38,-0.08,0.16,0.14,-0.07,0.04,-0.02,0.07,-0.02,0.32,-0.33,0.69,0.2,-0.13,-0.02,-0.19,0.25,-0.23,0.08,0.02,0.2,0.08,0.16,-0.02,0.13,-0.07,-0.2,0.0,0.03,-0.05,0.07,0.32,-0.01,0.01,-0.03,0.05,-0.03,0.19,-0.05,0.02
0.13,0.18,0.23,-0.07,0.06,0.02,0.03,0.13,-0.09,-0.07,-0.02,-0.16,-0.04,0.03,0.1,0.2,0.01,-0.05,0.08,0.04,-0.08,-0.03,0.28,-0.03,0.04,-0.02,-0.1,0.15,0.16,-0.08,-0.0,0.16,0.79,0.03,-0.02,-0.15,0.06,0.09,-0.01,0.09,-0.05,0.01,-0.19,0.02,-0.11,-0.2,-0.05,-0.05,-0.09,-0.12,-0.04,-0.05,-0.04,0.06,-0.03,0.04,-0.02,-0.02,-0.02,0.03,-0.16,0.06,-0.07,0.19,-0.03,0.09,-0.01,0.05,0.03,-0.02,0.07,0.11,-0.08,0.01,-0.12,-0.11,-0.89,2.25,0.06,-0.02,-0.32,0.08,-1.07,-0.26,-0.17,-0.05,-0.39,-1.25,-0.98,0.0,-0.05,0.07,0.21,0.0,-0.12,-0.05,-0.02,-0.06,-0.32,0.23,-0.74,0.0,-0.25,-0.08,-0.06,0.11,0.14,-0.03,0.02,0.03,0.07,-0.07,0.09,0.22,-0.2,-0.1,0.03,-0.13,-0.07,0.15,-0.14,0.03,0.14,0.02,-0.01,0.08,0.14,-0.05,0.12
0.05,-0.05,0.05,0.08,-0.02,-0.07,0.1,-0.01,0.06,0.02,-0.03,0.03,0.05,-0.03,-0.1,0.02,-0.03,-0.2,-0.06,-0.01,0.16,0.13,-0.21,-0.1,0.1,0.0,-0.13,-0.1,-0.12,0.05,0.01,-0.16,-0.05,-0.02,-0.07,0.07,0.03,-0.02,-0.0,0.08,-0.14,0.15,0.25,0.07,-0.15,-0.02,0.11,0.07,0.12,0.12,-0.04,-0.1,-0.12,-0.05,-0.2,0.08,0.08,0.03,-0.01,-0.09,-0.04,0.05,-0.25,-0.1,-0.05,0.09,-0.03,-0.11,-0.06,-0.05,-0.01,-0.05,0.09,0.0,-0.05,0.01,0.0,5.06,0.25,0.22,0.22,0.09,-0.32,-0.02,0.05,-0.05,0.02,-0.0,0.32,-0.09,0.04,0.1,0.38,0.15,0.04,-0.16,0.01,-0.03,-0.13,0.15,-0.19,-0.15,-0.35,0.3,0.2,0.28,0.1,-0.1,0.09,0.14,0.15,-0.07,-0.02,0.3,0.01,-0.03,-0.02,-0.02,0.03,-0.09,0.01,0.07,0.13,0.04,0.05,-0.02,0.34,-0.08,0.05
-0.05,-0.08,-0.03,-0.05,0.0,0.05,0.0,0.03,0.02,-0.08,0.12,-0.06,0.07,-0.02,0.33,0.04,-0.03,0.05,-0.03,-0.05,0.0,0.06,-0.09,0.04,0.05,0.05,0.0,0.12,0.03,0.01,0.04,0.06,0.44,0.08,0.03,0.04,0.06,0.05,0.0,0.06,0.0,0.04,0.09,0.25,0.07,-0.06,0.05,0.02,-0.05,0.01,0.0,0.09,0.02,0.02,0.01,-0.49,-0.36,0.03,-0.03,0.06,0.06,0.01,-0.02,-0.3,-0.03,-0.08,0.06,-0.1,-0.02,0.02,0.14,-0.08,0.07,-0.07,0.02,0.03,-0.64,-0.77,0.85,0.12,0.08,0.01,-0.18,-0.33,0.2,-0.15,-0.13,-0.15,-0.1,0.26,0.11,0.09,-0.11,-0.1,0.21,-0.34,0.02,-0.08,0.2,-0.9,-0.02,0.54,-0.54,0.41,0.05,-0.18,0.03,-0.2,0.08,-0.03,-0.2,-0.03,-0.27,-0.24,-0.05,0.18,0.0,0.02,0.04,-0.1,-0.16,-0.08,-0.11,0.01,-0.0,0.05,-0.42,0.08,-0.15
-0.0,-0.01,-0.05,0.05,0.17,0.0,0.08,0.07,0.12,-0.05,0.02,-0.13,-0.06,0.05,-0.06,-0.04,-0.01,0.05,0.04,0.04,-0.02,-0.12,-0.95,-0.07,-0.2,0.26,0.1,0.14,0.17,0.05,0.01,0.16,-0.81,-0.1,-0.08,-0.1,0.08,0.14,0.06,0.02,0.07,-0.05,0.01,0.05,-0.04,-0.02,0.08,0.02,-0.05,-0.03,0.01,-0.05,-0.02,-0.07,-0.07,0.14,-0.08,0.03,-0.01,-0.03,-0.34,-0.17,-0.0,0.1,-0.06,-0.3,-0.1,0.12,0.02,0.1,-0.15,0.01,-0.02,-0.02,-0.02,-0.03,-0.27,1.36,-0.53,-0.16,-0.19,0.02,0.28,0.0,-0.08,0.15,0.05,-0.14,0.25,0.0,0.11,0.15,-0.15,-0.09,0.4,0.3,0.1,-0.12,-0.06,-0.3,-0.12,-0.09,-0.36,-0.36,0.07,0.06,-0.17,0.02,0.01,0.21,0.18,0.09,-0.05,-0.16,-0.09,0.06,-0.01,-0.04,0.11,-0.18,-0.15,0.09,-0.02,0.06,0.14,0.06,0.13,-0.1,0.03
0.05,-0.0,-0.04,0.09,0.01,0.01,0.03,0.0,0.05,-0.04,-0.02,0.08,0.23,0.0,0.0,-0.03,0.13,-0.05,0.08,0.0,0.0,-0.1,-0.3,-0.12,0.14,-0.11,0.3,0.17,-0.02,0.17,-0.1,-0.09,-0.08,0.02,0.07,0.02,0.06,0.05,0.08,0.03,-0.23,0.13,-0.15,-0.1,0.1,-0.03,-0.02,-0.05,0.08,0.05,0.0,0.11,0.45,-0.22,0.06,0.0,-0.1,-0.06,-0.05,0.01,-0.02,-0.13,-0.26,-0.0,-0.07,-0.01,-0.02,-0.21,-0.04,-0.08,-0.1,-0.05,-0.01,0.22,0.07,0.07,-0.19,0.75,0.53,0.2,0.41,-0.14,-0.05,0.35,-0.27,0.12,0.0,0.33,0.14,-0.11,0.05,0.22,-0.1,-0.02,0.01,0.13,-0.07,-0.03,-0.23,-0.34,-0.23,0.65,0.23,-0.51,0.35,0.26,-0.21,-0.19,-0.02,-0.13,0.02,-0.14,-0.08,0.16,-0.07,-0.02,0.11,0.05,-0.14,-0.04,0.21,0.05,-0.05,0.06,0.05,0.08,0.04,0.04,0.1
0.1,0.13,0.0,0.03,-0.08,0.15,-0.04,0.02,0.05,0.03,-0.03,-0.07,0.05,-0.02,0.03,-0.11,0.03,0.07,-0.05,0.02,0.0,0.02,-0.18,-0.22,0.05,-0.15,-0.05,-0.26,0.08,0.0,-0.01,0.1,-0.14,-0.18,0.07,0.22,0.03,0.11,0.07,0.14,0.1,-0.06,0.18,-0.26,-0.02,0.08,-0.32,0.04,0.0,-0.05,0.05,-0.04,-0.02,0.01,0.06,-0.07,0.08,-0.05,0.05,-0.05,0.1,-0.08,-0.07,0.1,0.06,-0.19,0.11,0.14,0.02,-0.01,0.03,0.05,0.1,0.03,0.1,0.03,-0.05,-7.1,-0.33,-0.11,-0.02,-0.28,-0.17,-0.17,-0.17,0.16,0.0,-0.04,0.07,0.0,0.04,-0.44,-0.1,0.31,-0.29,0.53,0.06,0.21,0.22,-0.05,0.2,0.1,0.25,0.28,-0.03,0.08,0.06,-0.03,0.08,0.0,0.02,-0.03,-0.03,0.62,0.17,0.1,0.09,-0.04,-0.11,-0.14,0.0,-0.02,0.0,-0.13,0.0,-0.0,-0.08,-0.04,0.02
0.42,-0.04,-0.06,0.03,0.05,-0.07,-0.05,-0.02,0.12,0.12,0.01,0.2,0.17,0.06,-0.15,-0.02,0.08,0.03,0.01,0.03,0.01,-0.04,-0.09,0.52,-0.0,-0.2,-0.42,-0.1,0.07,-0.03,0.21,-0.01,0.04,0.01,-0.02,0.03,0.04,-0.03,-0.06,-0.04,0.13,-0.06,0.1,0.22,0.04,0.08,0.01,-0.05,0.05,0.01,0.03,0.01,0.19,0.05,0.16,-0.03,-0.07,0.03,-0.03,0.02,0.11,-0.09,0.03,0.11,0.08,-0.05,0.13,0.07,0.0,-0.09,-0.01,-0.0,-0.11,0.02,0.03,0.01,-0.02,-1.4,-0.55,0.1,0.37,0.02,0.02,-0.17,0.12,-0.28,-0.2,0.0,-0.19,0.3,-0.12,0.16,-0.16,0.15,-0.2,-0.03,0.05,0.08,-0.01,-0.04,0.08,0.08,-0.1,0.4,0.03,-0.23,-0.12,-0.22,0.0,0.07,0.08,-0.05,0.41,-0.25,0.14,0.09,-0.0,-0.04,-0.04,-0.1,-0.17,-0.03,-0.02,-0.09,-0.01,0.08,-0.19,-0.03,-0.14
-0.07,0.05,0.0,0.02,0.0,-0.12,-0.1,0.04,-0.06,0.05,0.11,-0.03,-0.03,-0.05,-0.16,-0.15,-0.08,0.02,0.13,-0.02,-0.05,0.04,0.09,0.0,0.07,0.13,0.02,-0.19,0.18,0.13,0.0,0.03,0.15,-0.01,0.01,-0.05,-0.07,0.86,0.09,0.13,0.04,0.02,-0.01,0.0,0.0,0.02,0.2,0.07,0.1,-0.06,0.09,-0.04,0.23,-0.13,0.11,0.1,-0.02,0.01,-0.01,-0.01,0.06,0.16,0.11,-0.04,0.01,0.15,0.11,-0.04,0.11,0.05,0.19,-0.02,0.01,-0.02,0.0,0.09,-0.05,-3.7,-0.27,0.45,-0.0,0.06,-0.25,0.12,-0.15,0.17,-0.1,-0.1,0.36,0.15,-0.04,0.24,0.09,-0.1,-0.23,0.31,0.18,0.02,0.35,-0.1,-0.1,-0.1,0.25,0.21,0.03,0.09,0.13,0.1,0.02,0.01,-0.27,0.21,-0.06,0.02,0.06,0.03,0.0,0.05,-0.02,0.01,-0.08,-0.03,0.0,-0.01,-0.06,-0.1,-0.19,0.03,-0.15
-0.22,0.06,0.06,0.01,0.01,-0.01,0.03,-0.04,-0.05,0.02,0.05,-0.08,-0.26,0.03,-0.11,-0.15,0.04,0.06,-0.11,0.09,-0.05,0.01,-0.04,-0.1,-0.08,-0.05,-0.06,-0.1,0.09,0.08,-0.01,0.04,0.18,0.03,0.12,0.07,0.01,-0.71,-0.01,-0.04,-0.06,0.07,-0.07,0.05,0.07,0.05,0.08,0.09,0.05,-0.02,-0.05,0.12,0.06,0.02,0.03,0.08,0.14,0.05,0.05,-0.11,-0.28,0.04,0.06,0.08,0.01,0.05,0.11,0.1,-0.04,0.02,0.02,-0.05,0.08,0.07,-0.05,0.33,0.07,-0.4,0.7,0.0,-0.46,0.24,0.2,-0.15,0.06,-0.02,0.05,0.1,0.12,0.08,0.11,0.35,0.05,-0.56,-0.2,-0.84,0.05,0.07,0.42,-0.16,-0.57,0.2,-0.04,-0.03,-0.25,0.17,-0.02,0.04,0.0,-0.11,0.12,-0.03,-0.14,0.23,0.07,0.08,0.03,0.12,0.23,0.0,0.21,0.01,-0.05,-0.04,0.02,-0.03,0.0,-0.05,0.07
-0.11,-0.04,-0.03,0.02,-0.01,-0.14,0.0,0.05,0.06,-0.24,-0.01,0.01,0.0,0.06,-0.08,0.25,0.22,0.07,0.05,-0.02,0.11,0.09,0.0,0.3,0.02,-0.02,-0.07,-0.12,-0.26,0.03,0.08,-0.1,-0.22,-0.03,-0.05,0.03,-0.07,0.03,-0.06,-0.03,0.08,0.01,0.07,-0.03,-0.04,0.0,-0.14,0.03,0.02,0.07,0.1,-0.1,-0.18,0.0,-0.01,0.02,-0.06,0.02,0.02,0.1,-0.18,0.02,-0.13,0.01,-0.1,0.05,-0.02,0.1,0.03,-0.04,0.09,0.06,0.1,0.04,-0.03,-0.28,-0.03,-0.88,-0.35,-0.34,-1.48,0.25,0.05,0.2,0.04,0.11,-0.05,0.03,-0.12,-0.03,0.08,0.07,0.0,0.03,0.24,-0.14,0.05,-0.13,0.35,0.08,-0.38,0.17,-0.04,0.2,0.15,0.11,0.06,-0.12,0.0,-0.05,0.0,-0.0,-0.04,-0.08,-0.04,-0.1,0.01,-0.07,-0.08,0.04,0.15,0.04,-0.03,0.05,0.19,0.19,-0.03,-0.04,0.1
0.34,-0.02,0.08,-0.04,0.04,0.04,-0.03,0.05,-0.06,0.02,0.03,0.01,-0.3,0.12,-0.05,-0.02,0.01,-0.07,0.07,0.07,0.07,0.09,0.13,-0.15,0.02,0.04,0.08,0.28,0.05,0.0,0.2,0.16,0.04,0.0,0.09,-0.05,-0.02,0.25,0.06,0.05,-0.04,0.09,-0.09,0.05,0.08,-0.06,-0.19,-0.04,0.01,-0.0,0.0,0.01,-6.03,-0.07,0.13,-0.02,0.01,0.14,0.12,0.03,0.12,0.05,0.0,0.08,-0.0,0.1,-0.1,-0.01,0.0,0.18,-0.04,0.06,0.09,0.03,-0.04,0.05,0.0,-0.67,-0.08,0.17,0.04,-0.04,0.15,-0.15,0.23,-0.21,0.05,0.07,-0.15,0.2,-0.03,-0.71,-0.03,-0.01,0.13,-0.04,-0.07,0.05,0.44,0.19,0.27,0.3,-0.08,-0.05,0.15,0.0,0.02,-0.04,-0.25,0.05,0.05,0.02,-0.11,0.05,0.03,-0.05,-0.02,0.15,0.07,0.08,0.12,0.01,0.04,0.05,0.03,0.0,-0.0,-0.05,0.01
-0.01,0.04,-0.16,0.04,-0.16,0.03,-0.05,-0.02,0.03,-0.04,0.1,0.02,-0.13,-0.02,0.04,-0.14,0.08,-0.07,-0.03,-0.09,-0.05,0.02,-0.15,0.25,0.13,-0.05,0.08,-0.14,0.06,-0.04,-0.05,-0.0,-0.08,0.03,0.07,-0.05,-0.05,0.02,0.05,0.03,0.0,0.05,-0.03,0.01,-0.01,0.1,-0.01,0.06,-0.03,0.01,0.1,-0.03,9.45,0.02,-0.05,-0.11,0.05,-0.11,-0.1,0.07,-0.03,0.06,-0.18,0.01,0.09,0.15,0.05,-0.0,0.0,0.01,-0.1,-0.02,0.07,0.01,0.12,0.03,0.06,0.65,0.19,0.14,-0.11,0.25,0.03,0.67,0.28,0.38,0.0,0.03,-0.05,0.23,0.1,-0.26,-0.08,0.02,0.08,-0.02,0.09,-0.03,-0.4,-0.05,0.21,-0.2,0.22,0.03,-0.67,-0.13,0.07,-0.04,-0.17,0.05,0.05,-0.02,0.02,-0.17,0.09,0.35,0.02,-0.12,0.14,-0.08,-0.08,0.02,-0.04,0.0,-0.27,0.04,0.04,-0.01,-0.03
-0.05,0.09,-0.05,0.0,0.43,-0.07,0.0,0.04,0.1,0.02,0.12,-0.11,0.07,0.05,0.03,-0.01,0.01,0.02,-0.07,0.14,0.05,0.25,0.0,0.0,-0.0,-0.03,-0.18,-0.14,-0.21,-0.01,-0.03,0.2,-0.32,0.02,-0.01,0.06,-0.01,-0.16,-0.09,0.04,-0.01,-0.02,-0.02,0.04,0.0,-0.01,-0.02,0.1,0.02,-0.04,0.02,-0.03,-4.74,0.09,0.12,0.16,0.02,0.08,0.09,0.06,-0.03,0.07,-0.1,0.13,0.07,0.11,0.01,-0.12,0.0,-0.05,-0.03,0.07,0.03,0.0,0.02,-0.13,-0.08,-0.98,0.31,0.23,0.06,-0.03,-0.11,-0.02,0.08,0.22,-0.02,0.06,0.15,0.09,0.0,0.03,0.19,0.01,0.06,-0.07,0.08,-0.08,-0.14,-0.12,0.17,-0.3,0.06,-0.26,-0.38,0.0,0.01,-0.27,0.04,-0.13,0.05,0.02,0.05,-0.6,0.05,-0.01,0.03,0.05,-0.1,0.03,0.05,0.03,0.03,0.0,-0.05,-0.04,-0.01,-0.01,0.02
